hi,en
"बेटा दान में में हुए देश और भीख में मिली हुई रोटी खा कर इतना नहीं बोलती .. https://twitter.com/FarhanKVirk/status/641507181821427712 ...
","son if you have got a country in charity and food by begging do not speak so much … https://twitter.com/FarhanKVirk/status/641507181821427712 …
"
"#AskObamaModi चोली के पीछे क्या है ? ? चुनरी के नीचे ? ?
","#AskObamaModi what's behind the corset ? ? under the crust ? ?
"
"यह #TripleTalaq में ही busy रहेगी.यहाँ हैं student का आये दिन #Rape हो रहा है तो उसका कुछ नि .
","Or #TripleTalk will be busy only . Here we are #Rapay on the day of the student , then something new .
"
". @SimplyShilpi_89 हं जैसे तूने तो एक tweet करके पूरी दुनिया की महिलाओं का उधार कर दिया.आदमी को गाली देना women empowerment नहीं होता
",". @simplyshilpi_89 as if your one tweet led to the betterment of women all over the world . cussing men is not women empowerment .
"
"@sagarcasm ये पहले हो चुका है
",")
"
"LOL ! यार मुझे एक नेह मिल जाये बस .
","laughing out loud ! dear i wish to get a girl like neha .
"
"हवा cute . बहुत अच्छा लगा
","how cute .. felt very good .
"
""" अगर दिल से उछालो तो पत्थर से आसमान में सुराख हो सकता है "" . * फिर तो Guptill के घर तक भी पहुंच सकता है *
","if you work hard with full concentration then you can do anything * then he can reach to guptills house *
"
"@Footloose_Free जिस जिस को उधारी di hai .. वापस ले लो
",")
"
"shh @MeetUunngLee इससे मत देना @BolshoyBooze मुझे बी बी भेज
","shh @MeetUunngLee do not give it to him . @BolshoyBooze send to me also
"
""" Sir इसने AAP को vote दिया था .. अब देखो इसका क्या हाल हो गया है .. "" pic.twitter.com/U0c3wWwrjy
","sir , he voted for aap . now see what happened to him
"
"@someUSER gagner has been in trade rumours since the beginning of the year . can't claim 1st on this one bud .
","@someUSER gagner has been in trade rumours since the beginning of the year . can't claim first on this one bud .
"
"क्या number है bike का ... new vehicle registration style of policewalas https://t.co/dcFA2Hl3a6
","what is number of you bike . new vehicle registration style of police . https://t.co/dcFA2Hl3a6
"
"@SuchAMisfit Mountain dew , डर के आगे जीत है .
","@SuchAMisfit mountain dew , there is victory ahead of fear .
"
"@abhishekmadan @slimswamy free trial class करके निकल लिए थे आप ? हूं तो फस गए थे . समाज फिर भी न आया था कुछ .
","@abhishekmadan @slimswamy you got passed by doing free classes ? We got stuck . Still did not understand anything
"
"@Madan_Chikna गरीब का क्या है .. जो किसी ने प्यार से दिया . ले लिया
","@Madan_Chikna What about poors , If someone give them something with love they take it .
"
"कछुआ sir double retirement की age पर पहुंच गए होंगे अब तो :d :d
","he is like a tortoise , he must've reached te age of double retirement by this time .
"
"तुझे अभी reply किया मैंने और तूने ignore किया है , इल्ज़ाम लगाता है < / 3
","i replied you now and you ignored it , you blame
"
"कयामत से कयामत तक में Aamir Khan और Juhi Chawla को प्यार हुआ था .. क्या हुआ ? ? मारे गये न dono..pic.twitter.com/6KRmETQ74L
","aamir khan and juhi chawla fell in love with qayamat se qayamat . what happened both were not killed .
"
"@GaurangBhardwa1 भाई तू ही है अब रखवाला
","@GaurangBhardwa1 you only are gaudian now .
"
"other than lemon tea & lemonade . coke & pepsi are my 2nd favorites . as unhealthy they are , i cant / wont stop drinking them , they're just so good
","other than lemon tea and lemonade , coke and pepsi are my 2nd favorites . as unhealthy they are , i can't / won't stop drinking them , they're just so good .
"
"@someUSER i hope all your loved ones back in maryland are okay ! i didn't see you , wednesday . :)
","@someUSER i hope all your loved ones back in maryland are okay ? i didn ’ t see you on wednesday .
"
"@citytroglodyte लड़कियाँ ऐसी ही होती है भाई
","@citytroglodyte brother , girls are like this only
"
"school me 2 लड्डू मिलते थे :d
","used to receive two laddus in school
"
"RT @bhavanakumari9 : मुझे old मन बहुत पसंद है
","@bhavanakumari9 : I like old people .
"
"@someUSER है ashley , my country , south korea like the us will be the presidential election on december 19 ^ ^
","@someUSER hi ashley , my country , south korea like the us will be the presidential election on december 19 .
"
"पहली बार लड़कियों की जगह लड़की top करेंगे :d
","for the first time , boys will top instead of girls
"
"Don't worry भय .. कहने वाले कहते रहें just ignore ... #Being_human_bajrangi_bhaijaan_6_days_to_go
","Don't worry brother .. people will keep talking , just ignore ... #Being_human_bajrangi_bhaijaan_6_days_to_go
"
"So confused .. Sunday है क्या करना चाहिए आज
","so confused .. it's sunday , what should we do ?
"
"आमि tomar साथ कोटा बोलते चाय भाईजान .
","I want to talk to you , brother
"
"Dad : There are no shortcuts to success . Son : पर red light के पास वाली गली से घर जल्दी आता है . D: इसीलिए Sharma जी का बेटा पास हुआ
","Dad : There are no shortcuts to success . Son : but dad we reach home quickly from the path near red light . Dad : this is the reason why sharma's son passed .
"
"भाईजान एक ही हैं ... SALMAN ...
","bhaijaan is same ... salman ...
"
"@byomkesbakshi hahaha .. पर अब तो आम का मौसम आने वाली है @iamGunjanGrunge @iridebikegear
","@byomkesbakshi but now the season of mangoes is about to arrive @iamGunjanGrunge @iridebikegear
"
"@Atheist_Krishna देखी तो तूने Poonam Pandey की च * * ट भी नहीं .. पर है न
",")
"
"@LoKarDi_RT 2-4 और दे देते तो क्या जाता ?
","@LoKarDi_ and if you would have given then what would you lose ?
"
"cartoonist ने google से निकला है prestige का meaning ( google prestige meaning and see for yourself )
",")
"
"सारा suspense खत्म हो जाता था , cassette लगा कर . . . . poppy . . . . .
","all the suspense vanishes after attaching cassatte .
"
""" success saturday "" - having a great time at the 4th annual girlfriend group celebration ! @someUSER wood @someUSER cofield @someUSER maddox
",""" success saturday "" - having a great time at the 4th annual girlfriend group celebration ! @someUSER wood @someUSER cofield @someUSER mad ox
"
